,status,value,date
5305,cases,2394.0,2020-03-28
5306,cases,2395.0,2020-03-28
5307,cases,2396.0,2020-03-28
5308,cases,2397.0,2020-03-28
5309,cases,2398.0,2020-03-28
5310,cases,2399.0,2020-03-28
5311,cases,2400.0,2020-03-28
5312,cases,2401.0,2020-03-28
5313,cases,2402.0,2020-03-28
5314,cases,2403.0,2020-03-28
5315,cases,2404.0,2020-03-28
5316,cases,2405.0,2020-03-28
5317,cases,2406.0,2020-03-28
5318,cases,2407.0,2020-03-28
5319,cases,2408.0,2020-03-28
5320,cases,2409.0,2020-03-28
5321,cases,2410.0,2020-03-28
5322,cases,2411.0,2020-03-28
5323,cases,2412.0,2020-03-28
5324,cases,2413.0,2020-03-28
5325,cases,2414.0,2020-03-28
5326,cases,2415.0,2020-03-28
5327,cases,2416.0,2020-03-28
5328,cases,2417.0,2020-03-28
5329,cases,2418.0,2020-03-28
5330,cases,2419.0,2020-03-28
5331,cases,2420.0,2020-03-28
5332,cases,2421.0,2020-03-28
5333,cases,2422.0,2020-03-28
5334,cases,2423.0,2020-03-28
5335,cases,2424.0,2020-03-28
5336,cases,2425.0,2020-03-28
5337,cases,2426.0,2020-03-28
5338,cases,2427.0,2020-03-28
5339,cases,2428.0,2020-03-28
5340,cases,2429.0,2020-03-28
5341,cases,2430.0,2020-03-28
5342,cases,2431.0,2020-03-28
5343,cases,2432.0,2020-03-28
5344,cases,2433.0,2020-03-28
5345,cases,2434.0,2020-03-28
5346,cases,2435.0,2020-03-28
5347,cases,2436.0,2020-03-28
5348,cases,2437.0,2020-03-28
5349,cases,2438.0,2020-03-28
5350,cases,2439.0,2020-03-28
5351,cases,2440.0,2020-03-28
5352,cases,2441.0,2020-03-28
5353,cases,2442.0,2020-03-28
5354,cases,2443.0,2020-03-28
5355,cases,2444.0,2020-03-28
5356,cases,2445.0,2020-03-28
5357,cases,2446.0,2020-03-28
5358,cases,2447.0,2020-03-28
5359,cases,2448.0,2020-03-28
5360,cases,2449.0,2020-03-28
5361,cases,2450.0,2020-03-28
5362,cases,2451.0,2020-03-28
5363,cases,2452.0,2020-03-28
5364,cases,2453.0,2020-03-28
5365,cases,2454.0,2020-03-28
5366,cases,2455.0,2020-03-28
5367,cases,2456.0,2020-03-28
5368,cases,2457.0,2020-03-28
5369,cases,2458.0,2020-03-28
5370,cases,2459.0,2020-03-28
5371,cases,2460.0,2020-03-28
5372,cases,2461.0,2020-03-28
5373,cases,2462.0,2020-03-28
5374,cases,2463.0,2020-03-28
5375,cases,2464.0,2020-03-28
5376,cases,2465.0,2020-03-28
5377,cases,2466.0,2020-03-28
5378,cases,2467.0,2020-03-28
5379,cases,2468.0,2020-03-28
5380,cases,2469.0,2020-03-28
5381,cases,2470.0,2020-03-28
5382,cases,2471.0,2020-03-28
5383,cases,2472.0,2020-03-28
5384,cases,2473.0,2020-03-28
5385,cases,2474.0,2020-03-28
5386,cases,2475.0,2020-03-28
5387,cases,2476.0,2020-03-28
5388,cases,2477.0,2020-03-28
5389,cases,2478.0,2020-03-28
5390,cases,2479.0,2020-03-28
5391,cases,2480.0,2020-03-28
5392,cases,2481.0,2020-03-28
5393,cases,2482.0,2020-03-28
5394,cases,2483.0,2020-03-28
5395,cases,2484.0,2020-03-28
5396,cases,2485.0,2020-03-28
5397,cases,2486.0,2020-03-28
5398,cases,2487.0,2020-03-28
5399,cases,2488.0,2020-03-28
5400,cases,2489.0,2020-03-28
5401,cases,2490.0,2020-03-28
5402,cases,2491.0,2020-03-28
5403,cases,2492.0,2020-03-28
5404,cases,2493.0,2020-03-28
5405,cases,2494.0,2020-03-28
5406,cases,2495.0,2020-03-28
5407,cases,2496.0,2020-03-28
5408,cases,2497.0,2020-03-28
5409,cases,2498.0,2020-03-28
5878,cases,2499.0,2020-03-29
5879,cases,2500.0,2020-03-29
5880,cases,2501.0,2020-03-29
5881,cases,2502.0,2020-03-29
5882,cases,2503.0,2020-03-29
5883,cases,2504.0,2020-03-29
5884,cases,2505.0,2020-03-29
5885,cases,2506.0,2020-03-29
5886,cases,2507.0,2020-03-29
5887,cases,2508.0,2020-03-29
5888,cases,2509.0,2020-03-29
5889,cases,2510.0,2020-03-29
5890,cases,2511.0,2020-03-29
5891,cases,2512.0,2020-03-29
5892,cases,2513.0,2020-03-29
5893,cases,2514.0,2020-03-29
5894,cases,2515.0,2020-03-29
5895,cases,2516.0,2020-03-29
5896,cases,2517.0,2020-03-29
5897,cases,2518.0,2020-03-29
5898,cases,2519.0,2020-03-29
5899,cases,2520.0,2020-03-29
5900,cases,2521.0,2020-03-29
5901,cases,2522.0,2020-03-29
5902,cases,2523.0,2020-03-29
5903,cases,2524.0,2020-03-29
5904,cases,2525.0,2020-03-29
5905,cases,2526.0,2020-03-29
5906,cases,2527.0,2020-03-29
5907,cases,2528.0,2020-03-29
5908,cases,2529.0,2020-03-29
5909,cases,2530.0,2020-03-29
5910,cases,2531.0,2020-03-29
5911,cases,2532.0,2020-03-29
5912,cases,2533.0,2020-03-29
5913,cases,2534.0,2020-03-29
5914,cases,2535.0,2020-03-29
5915,cases,2536.0,2020-03-29
5916,cases,2537.0,2020-03-29
5917,cases,2538.0,2020-03-29
5918,cases,2539.0,2020-03-29
5919,cases,2540.0,2020-03-29
5920,cases,2541.0,2020-03-29
5921,cases,2542.0,2020-03-29
5922,cases,2543.0,2020-03-29
5923,cases,2544.0,2020-03-29
5924,cases,2545.0,2020-03-29
5925,cases,2546.0,2020-03-29
5926,cases,2547.0,2020-03-29
5927,cases,2548.0,2020-03-29
5928,cases,2549.0,2020-03-29
5929,cases,2550.0,2020-03-29
5930,cases,2551.0,2020-03-29
5931,cases,2552.0,2020-03-29
5932,cases,2553.0,2020-03-29
5933,cases,2554.0,2020-03-29
5934,cases,2555.0,2020-03-29
5935,cases,2556.0,2020-03-29
5936,cases,2557.0,2020-03-29
5937,cases,2558.0,2020-03-29
5938,cases,2559.0,2020-03-29
5939,cases,2560.0,2020-03-29
5940,cases,2561.0,2020-03-29
5941,cases,2562.0,2020-03-29
5942,cases,2563.0,2020-03-29
5943,cases,2564.0,2020-03-29
5944,cases,2565.0,2020-03-29
5945,cases,2566.0,2020-03-29
5946,cases,2567.0,2020-03-29
5947,cases,2568.0,2020-03-29
5948,cases,2569.0,2020-03-29
5949,cases,2570.0,2020-03-29
5950,cases,2571.0,2020-03-29
5951,cases,2572.0,2020-03-29
5952,cases,2573.0,2020-03-29
5953,cases,2574.0,2020-03-29
5954,cases,2575.0,2020-03-29
5955,cases,2576.0,2020-03-29
5956,cases,2577.0,2020-03-29
5957,cases,2578.0,2020-03-29
5958,cases,2579.0,2020-03-29
5959,cases,2580.0,2020-03-29
5960,cases,2581.0,2020-03-29
5961,cases,2582.0,2020-03-29
5962,cases,2583.0,2020-03-29
5963,cases,2584.0,2020-03-29
5964,cases,2585.0,2020-03-29
5965,cases,2586.0,2020-03-29
5966,cases,2587.0,2020-03-29
5967,cases,2588.0,2020-03-29
5968,cases,2589.0,2020-03-29
5969,cases,2590.0,2020-03-29
5970,cases,2591.0,2020-03-29
5971,cases,2592.0,2020-03-29
5972,cases,2593.0,2020-03-29
5973,cases,2594.0,2020-03-29
5974,cases,2595.0,2020-03-29
5975,cases,2596.0,2020-03-29
5976,cases,2597.0,2020-03-29
5977,cases,2598.0,2020-03-29
5978,cases,2599.0,2020-03-29
5979,cases,2600.0,2020-03-29
5980,cases,2601.0,2020-03-29
5981,cases,2602.0,2020-03-29
5982,cases,2603.0,2020-03-29
5983,cases,2604.0,2020-03-29
5984,cases,2605.0,2020-03-29
5985,cases,2606.0,2020-03-29
5986,cases,2607.0,2020-03-29
5987,cases,2608.0,2020-03-29
5988,cases,2609.0,2020-03-29
5989,cases,2610.0,2020-03-29
5990,cases,2611.0,2020-03-29
5991,cases,2612.0,2020-03-29
5992,cases,2613.0,2020-03-29
5993,cases,2614.0,2020-03-29
5994,cases,2615.0,2020-03-29
5995,cases,2616.0,2020-03-29
5996,cases,2617.0,2020-03-29
5997,cases,2618.0,2020-03-29
5998,cases,2619.0,2020-03-29
5999,cases,2620.0,2020-03-29
6000,cases,2621.0,2020-03-29
6001,cases,2622.0,2020-03-29
6002,cases,2623.0,2020-03-29
6003,cases,2624.0,2020-03-29
6004,cases,2625.0,2020-03-29
6005,cases,2626.0,2020-03-29
6006,cases,2627.0,2020-03-29
6007,cases,2628.0,2020-03-29
6008,cases,2629.0,2020-03-29
6009,cases,2630.0,2020-03-29
6010,cases,2631.0,2020-03-29
6011,cases,2632.0,2020-03-29
6012,cases,2633.0,2020-03-29
6013,cases,2634.0,2020-03-29
6014,cases,2635.0,2020-03-29
6015,cases,2636.0,2020-03-29
6016,cases,2637.0,2020-03-29
6017,cases,2638.0,2020-03-29
6018,cases,2639.0,2020-03-29
6019,cases,2640.0,2020-03-29
6020,cases,2641.0,2020-03-29
6021,cases,2642.0,2020-03-29
6022,cases,2643.0,2020-03-29
6023,cases,2644.0,2020-03-29
6024,cases,2645.0,2020-03-29
6025,cases,2646.0,2020-03-29
6026,cases,2647.0,2020-03-29
6027,cases,2648.0,2020-03-29
6028,cases,2649.0,2020-03-29
6029,cases,2650.0,2020-03-29
6030,cases,2651.0,2020-03-29
6031,cases,2652.0,2020-03-29
6032,cases,2653.0,2020-03-29
6033,cases,2654.0,2020-03-29
6034,cases,2655.0,2020-03-29
6035,cases,2656.0,2020-03-29
6036,cases,2657.0,2020-03-29
6037,cases,2658.0,2020-03-29
6038,cases,2659.0,2020-03-29
6039,cases,2660.0,2020-03-29
6040,cases,2661.0,2020-03-29
6041,cases,2662.0,2020-03-29
6042,cases,2663.0,2020-03-29
6043,cases,2664.0,2020-03-29
6044,cases,2665.0,2020-03-29
6045,cases,2666.0,2020-03-29
6046,cases,2667.0,2020-03-29
6047,cases,2668.0,2020-03-29
6048,cases,2669.0,2020-03-29
6049,cases,2670.0,2020-03-29
6050,cases,2671.0,2020-03-29
6051,cases,2672.0,2020-03-29
6052,cases,2673.0,2020-03-29
6053,cases,2674.0,2020-03-29
6054,cases,2675.0,2020-03-29
6055,cases,2676.0,2020-03-29
6056,cases,2677.0,2020-03-29
6057,cases,2678.0,2020-03-29
6058,cases,2679.0,2020-03-29
6059,cases,2680.0,2020-03-29
6060,cases,2681.0,2020-03-29
6061,cases,2682.0,2020-03-29
6062,cases,2683.0,2020-03-29
6063,cases,2684.0,2020-03-29
6064,cases,2685.0,2020-03-29
6065,cases,2686.0,2020-03-29
6066,cases,2687.0,2020-03-29
6067,cases,2688.0,2020-03-29
6068,cases,2689.0,2020-03-29
6069,cases,2690.0,2020-03-29
6070,cases,2691.0,2020-03-29
6071,cases,2692.0,2020-03-29
6072,cases,2693.0,2020-03-29
6073,cases,2694.0,2020-03-29
6074,cases,2695.0,2020-03-29
6075,cases,2696.0,2020-03-29
6076,cases,2697.0,2020-03-29
6077,cases,2698.0,2020-03-29
6078,cases,2699.0,2020-03-29
6079,cases,2700.0,2020-03-29
6080,cases,2701.0,2020-03-29
6081,cases,2702.0,2020-03-29
6082,cases,2703.0,2020-03-29
6083,cases,2704.0,2020-03-29
6084,cases,2705.0,2020-03-29
6085,cases,2706.0,2020-03-29
6086,cases,2707.0,2020-03-29
6087,cases,2708.0,2020-03-29
6088,cases,2709.0,2020-03-29
6089,cases,2710.0,2020-03-29
6090,cases,2711.0,2020-03-29
6091,cases,2712.0,2020-03-29
6092,cases,2713.0,2020-03-29
6093,cases,2714.0,2020-03-29
6094,cases,2715.0,2020-03-29
6095,cases,2716.0,2020-03-29
6096,cases,2717.0,2020-03-29
6097,cases,2718.0,2020-03-29
6098,cases,2719.0,2020-03-29
6099,cases,2720.0,2020-03-29
6100,cases,2721.0,2020-03-29
6101,cases,2722.0,2020-03-29
6102,cases,2723.0,2020-03-29
6103,cases,2724.0,2020-03-29
6104,cases,2725.0,2020-03-29
6105,cases,2726.0,2020-03-29
6106,cases,2727.0,2020-03-29
6107,cases,2728.0,2020-03-29
6108,cases,2729.0,2020-03-29
6109,cases,2730.0,2020-03-29
6110,cases,2731.0,2020-03-29
6111,cases,2732.0,2020-03-29
6112,cases,2733.0,2020-03-29
6113,cases,2734.0,2020-03-29
6114,cases,2735.0,2020-03-29
6115,cases,2736.0,2020-03-29
6116,cases,2737.0,2020-03-29
6117,cases,2738.0,2020-03-29
6118,cases,2739.0,2020-03-29
6119,cases,2740.0,2020-03-29
6120,cases,2741.0,2020-03-29
6121,cases,2742.0,2020-03-29
6122,cases,2743.0,2020-03-29
6123,cases,2744.0,2020-03-29
6124,cases,2745.0,2020-03-29
6125,cases,2746.0,2020-03-29
6126,cases,2747.0,2020-03-29
6127,cases,2748.0,2020-03-29
6128,cases,2749.0,2020-03-29
6129,cases,2750.0,2020-03-29
6130,cases,2751.0,2020-03-29
6131,cases,2752.0,2020-03-29
6132,cases,2753.0,2020-03-29
6133,cases,2754.0,2020-03-29
6134,cases,2755.0,2020-03-29
6135,cases,2756.0,2020-03-29
6136,cases,2757.0,2020-03-29
6137,cases,2758.0,2020-03-29
6138,cases,2759.0,2020-03-29
6139,cases,2760.0,2020-03-29
6140,cases,2761.0,2020-03-29
6141,cases,2762.0,2020-03-29
6142,cases,2763.0,2020-03-29
6143,cases,2764.0,2020-03-29
6144,cases,2765.0,2020-03-29
6145,cases,2766.0,2020-03-29
6146,cases,2767.0,2020-03-29
6147,cases,2768.0,2020-03-29
6148,cases,2769.0,2020-03-29
6149,cases,2770.0,2020-03-29
6150,cases,2771.0,2020-03-29
6151,cases,2772.0,2020-03-29
6152,cases,2773.0,2020-03-29
6153,cases,2774.0,2020-03-29
6154,cases,2775.0,2020-03-29
6155,cases,2776.0,2020-03-29
6156,cases,2777.0,2020-03-29
6157,cases,2778.0,2020-03-29
6158,cases,2779.0,2020-03-29
6159,cases,2780.0,2020-03-29
6160,cases,2781.0,2020-03-29
6161,cases,2782.0,2020-03-29
6162,cases,2783.0,2020-03-29
6163,cases,2784.0,2020-03-29
6164,cases,2785.0,2020-03-29
6165,cases,2786.0,2020-03-29
6166,cases,2787.0,2020-03-29
6167,cases,2788.0,2020-03-29
6168,cases,2789.0,2020-03-29
6169,cases,2790.0,2020-03-29
6170,cases,2791.0,2020-03-29
6171,cases,2792.0,2020-03-29
6172,cases,2793.0,2020-03-29
6173,cases,2794.0,2020-03-29
6174,cases,2795.0,2020-03-29
6175,cases,2796.0,2020-03-29
6176,cases,2797.0,2020-03-29
6177,cases,2798.0,2020-03-29
6178,cases,2799.0,2020-03-29
6179,cases,2800.0,2020-03-29
6180,cases,2801.0,2020-03-29
6181,cases,2802.0,2020-03-29
6182,cases,2803.0,2020-03-29
6183,cases,2804.0,2020-03-29
6184,cases,2805.0,2020-03-29
6185,cases,2806.0,2020-03-29
6186,cases,2807.0,2020-03-29
6187,cases,2808.0,2020-03-29
6188,cases,2809.0,2020-03-29
6189,cases,2810.0,2020-03-29
6190,cases,2811.0,2020-03-29
6191,cases,2812.0,2020-03-29
6192,cases,2813.0,2020-03-29
6193,cases,2814.0,2020-03-29
6194,cases,2815.0,2020-03-29
6195,cases,2816.0,2020-03-29
6196,cases,2817.0,2020-03-29
6197,cases,2818.0,2020-03-29
6198,cases,2819.0,2020-03-29
6199,cases,2820.0,2020-03-29
6200,cases,2821.0,2020-03-29
6201,cases,2822.0,2020-03-29
6202,cases,2823.0,2020-03-29
6203,cases,2824.0,2020-03-29
6204,cases,2825.0,2020-03-29
6205,cases,2826.0,2020-03-29
6206,cases,2827.0,2020-03-29
6207,cases,2828.0,2020-03-29
6208,cases,2829.0,2020-03-29
6209,cases,2830.0,2020-03-29
6210,cases,2831.0,2020-03-29
6211,cases,2832.0,2020-03-29
6212,cases,2833.0,2020-03-29
6213,cases,2834.0,2020-03-29
6214,cases,2835.0,2020-03-29
6215,cases,2836.0,2020-03-29
6216,cases,2837.0,2020-03-29
6217,cases,2838.0,2020-03-29
6218,cases,2839.0,2020-03-29
6219,cases,2840.0,2020-03-29
6689,cases,2841.0,2020-03-30
6690,cases,2842.0,2020-03-30
6691,cases,2843.0,2020-03-30
6692,cases,2844.0,2020-03-30
6693,cases,2845.0,2020-03-30
6694,cases,2846.0,2020-03-30
6695,cases,2847.0,2020-03-30
6696,cases,2848.0,2020-03-30
6697,cases,2849.0,2020-03-30
6698,cases,2850.0,2020-03-30
6699,cases,2851.0,2020-03-30
6700,cases,2852.0,2020-03-30
6701,cases,2853.0,2020-03-30
6702,cases,2854.0,2020-03-30
6703,cases,2855.0,2020-03-30
6704,cases,2856.0,2020-03-30
6705,cases,2857.0,2020-03-30
6706,cases,2858.0,2020-03-30
6707,cases,2859.0,2020-03-30
6708,cases,2860.0,2020-03-30
6709,cases,2861.0,2020-03-30
6710,cases,2862.0,2020-03-30
6711,cases,2863.0,2020-03-30
6712,cases,2864.0,2020-03-30
6713,cases,2865.0,2020-03-30
6714,cases,2866.0,2020-03-30
6715,cases,2867.0,2020-03-30
6716,cases,2868.0,2020-03-30
6717,cases,2869.0,2020-03-30
6718,cases,2870.0,2020-03-30
6719,cases,2871.0,2020-03-30
6720,cases,2872.0,2020-03-30
6721,cases,2873.0,2020-03-30
6722,cases,2874.0,2020-03-30
6723,cases,2875.0,2020-03-30
6724,cases,2876.0,2020-03-30
6725,cases,2877.0,2020-03-30
6726,cases,2878.0,2020-03-30
6727,cases,2879.0,2020-03-30
6728,cases,2880.0,2020-03-30
6729,cases,2881.0,2020-03-30
6730,cases,2882.0,2020-03-30
6731,cases,2883.0,2020-03-30
6732,cases,2884.0,2020-03-30
6733,cases,2885.0,2020-03-30
6734,cases,2886.0,2020-03-30
6735,cases,2887.0,2020-03-30
6736,cases,2888.0,2020-03-30
6737,cases,2889.0,2020-03-30
6738,cases,2890.0,2020-03-30
6739,cases,2891.0,2020-03-30
6740,cases,2892.0,2020-03-30
6741,cases,2893.0,2020-03-30
6742,cases,2894.0,2020-03-30
6743,cases,2895.0,2020-03-30
6744,cases,2896.0,2020-03-30
6745,cases,2897.0,2020-03-30
6746,cases,2898.0,2020-03-30
6747,cases,2899.0,2020-03-30
6748,cases,2900.0,2020-03-30
6749,cases,2901.0,2020-03-30
6750,cases,2902.0,2020-03-30
6751,cases,2903.0,2020-03-30
6752,cases,2904.0,2020-03-30
6753,cases,2905.0,2020-03-30
6754,cases,2906.0,2020-03-30
6755,cases,2907.0,2020-03-30
6756,cases,2908.0,2020-03-30
6757,cases,2909.0,2020-03-30
6758,cases,2910.0,2020-03-30
6759,cases,2911.0,2020-03-30
6760,cases,2912.0,2020-03-30
6761,cases,2913.0,2020-03-30
6762,cases,2914.0,2020-03-30
6763,cases,2915.0,2020-03-30
6764,cases,2916.0,2020-03-30
6765,cases,2917.0,2020-03-30
6766,cases,2918.0,2020-03-30
6767,cases,2919.0,2020-03-30
6768,cases,2920.0,2020-03-30
6769,cases,2921.0,2020-03-30
6770,cases,2922.0,2020-03-30
6771,cases,2923.0,2020-03-30
6772,cases,2924.0,2020-03-30
6773,cases,2925.0,2020-03-30
6774,cases,2926.0,2020-03-30
6775,cases,2927.0,2020-03-30
6776,cases,2928.0,2020-03-30
6777,cases,2929.0,2020-03-30
6778,cases,2930.0,2020-03-30
6779,cases,2931.0,2020-03-30
6780,cases,2932.0,2020-03-30
6781,cases,2933.0,2020-03-30
6782,cases,2934.0,2020-03-30
6783,cases,2935.0,2020-03-30
6784,cases,2936.0,2020-03-30
6785,cases,2937.0,2020-03-30
6786,cases,2938.0,2020-03-30
6787,cases,2939.0,2020-03-30
6788,cases,2940.0,2020-03-30
6789,cases,2941.0,2020-03-30
6790,cases,2942.0,2020-03-30
6791,cases,2943.0,2020-03-30
6792,cases,2944.0,2020-03-30
6793,cases,2945.0,2020-03-30
6794,cases,2946.0,2020-03-30
6795,cases,2947.0,2020-03-30
6796,cases,2948.0,2020-03-30
6797,cases,2949.0,2020-03-30
6798,cases,2950.0,2020-03-30
6799,cases,2951.0,2020-03-30
6800,cases,2952.0,2020-03-30
6801,cases,2953.0,2020-03-30
6802,cases,2954.0,2020-03-30
6803,cases,2955.0,2020-03-30
6804,cases,2956.0,2020-03-30
6805,cases,2957.0,2020-03-30
6806,cases,2958.0,2020-03-30
6807,cases,2959.0,2020-03-30
6808,cases,2960.0,2020-03-30
6809,cases,2961.0,2020-03-30
6810,cases,2962.0,2020-03-30
6811,cases,2963.0,2020-03-30
6812,cases,2964.0,2020-03-30
6813,cases,2965.0,2020-03-30
6814,cases,2966.0,2020-03-30
6815,cases,2967.0,2020-03-30
6816,cases,2968.0,2020-03-30
6817,cases,2969.0,2020-03-30
6818,cases,2970.0,2020-03-30
6819,cases,2971.0,2020-03-30
6820,cases,2972.0,2020-03-30
6821,cases,2973.0,2020-03-30
6822,cases,2974.0,2020-03-30
6823,cases,2975.0,2020-03-30
6824,cases,2976.0,2020-03-30
6825,cases,2977.0,2020-03-30
6826,cases,2978.0,2020-03-30
6827,cases,2979.0,2020-03-30
6828,cases,2980.0,2020-03-30
6829,cases,2981.0,2020-03-30
6830,cases,2982.0,2020-03-30
6831,cases,2983.0,2020-03-30
6832,cases,2984.0,2020-03-30
6833,cases,2985.0,2020-03-30
6834,cases,2986.0,2020-03-30
6835,cases,2987.0,2020-03-30
6836,cases,2988.0,2020-03-30
6837,cases,2989.0,2020-03-30
6838,cases,2990.0,2020-03-30
6839,cases,2991.0,2020-03-30
6840,cases,2992.0,2020-03-30
6841,cases,2993.0,2020-03-30
6842,cases,2994.0,2020-03-30
6843,cases,2995.0,2020-03-30
6844,cases,2996.0,2020-03-30
6845,cases,2997.0,2020-03-30
6846,cases,2998.0,2020-03-30
6847,cases,2999.0,2020-03-30
6848,cases,3000.0,2020-03-30
6849,cases,3001.0,2020-03-30
6850,cases,3002.0,2020-03-30
6851,cases,3003.0,2020-03-30
6852,cases,3004.0,2020-03-30
6853,cases,3005.0,2020-03-30
6854,cases,3006.0,2020-03-30
6855,cases,3007.0,2020-03-30
6856,cases,3008.0,2020-03-30
6857,cases,3009.0,2020-03-30
6858,cases,3010.0,2020-03-30
6859,cases,3011.0,2020-03-30
6860,cases,3012.0,2020-03-30
6861,cases,3013.0,2020-03-30
6862,cases,3014.0,2020-03-30
6863,cases,3015.0,2020-03-30
6864,cases,3016.0,2020-03-30
6865,cases,3017.0,2020-03-30
6866,cases,3018.0,2020-03-30
6867,cases,3019.0,2020-03-30
6868,cases,3020.0,2020-03-30
6869,cases,3021.0,2020-03-30
6870,cases,3022.0,2020-03-30
6871,cases,3023.0,2020-03-30
6872,cases,3024.0,2020-03-30
6873,cases,3025.0,2020-03-30
6874,cases,3026.0,2020-03-30
6875,cases,3027.0,2020-03-30
6876,cases,3028.0,2020-03-30
6877,cases,3029.0,2020-03-30
6878,cases,3030.0,2020-03-30
6879,cases,3031.0,2020-03-30
6880,cases,3032.0,2020-03-30
6881,cases,3033.0,2020-03-30
6882,cases,3034.0,2020-03-30
6883,cases,3035.0,2020-03-30
6884,cases,3036.0,2020-03-30
6885,cases,3037.0,2020-03-30
6886,cases,3038.0,2020-03-30
6887,cases,3039.0,2020-03-30
6888,cases,3040.0,2020-03-30
6889,cases,3041.0,2020-03-30
6890,cases,3042.0,2020-03-30
6891,cases,3043.0,2020-03-30
6892,cases,3044.0,2020-03-30
6893,cases,3045.0,2020-03-30
6894,cases,3046.0,2020-03-30
6895,cases,3047.0,2020-03-30
6896,cases,3048.0,2020-03-30
6897,cases,3049.0,2020-03-30
6898,cases,3050.0,2020-03-30
6899,cases,3051.0,2020-03-30
6900,cases,3052.0,2020-03-30
6901,cases,3053.0,2020-03-30
6902,cases,3054.0,2020-03-30
6903,cases,3055.0,2020-03-30
6904,cases,3056.0,2020-03-30
6905,cases,3057.0,2020-03-30
6906,cases,3058.0,2020-03-30
6907,cases,3059.0,2020-03-30
6908,cases,3060.0,2020-03-30
6909,cases,3061.0,2020-03-30
6910,cases,3062.0,2020-03-30
6911,cases,3063.0,2020-03-30
6912,cases,3064.0,2020-03-30
6913,cases,3065.0,2020-03-30
6914,cases,3066.0,2020-03-30
6915,cases,3067.0,2020-03-30
6916,cases,3068.0,2020-03-30
6917,cases,3069.0,2020-03-30
6918,cases,3070.0,2020-03-30
6919,cases,3071.0,2020-03-30
6920,cases,3072.0,2020-03-30
6921,cases,3073.0,2020-03-30
6922,cases,3074.0,2020-03-30
6923,cases,3075.0,2020-03-30
6924,cases,3076.0,2020-03-30
6925,cases,3077.0,2020-03-30
6926,cases,3078.0,2020-03-30
6927,cases,3079.0,2020-03-30
6928,cases,3080.0,2020-03-30
6929,cases,3081.0,2020-03-30
6930,cases,3082.0,2020-03-30
6931,cases,3083.0,2020-03-30
6932,cases,3084.0,2020-03-30
6933,cases,3085.0,2020-03-30
6934,cases,3086.0,2020-03-30
6935,cases,3087.0,2020-03-30
6936,cases,3088.0,2020-03-30
6937,cases,3089.0,2020-03-30
6938,cases,3090.0,2020-03-30
6939,cases,3091.0,2020-03-30
6940,cases,3092.0,2020-03-30
6941,cases,3093.0,2020-03-30
6942,cases,3094.0,2020-03-30
6943,cases,3095.0,2020-03-30
6944,cases,3096.0,2020-03-30
6945,cases,3097.0,2020-03-30
6946,cases,3098.0,2020-03-30
6947,cases,3099.0,2020-03-30
6948,cases,3100.0,2020-03-30
6949,cases,3101.0,2020-03-30
6950,cases,3102.0,2020-03-30
6951,cases,3103.0,2020-03-30
6952,cases,3104.0,2020-03-30
6953,cases,3105.0,2020-03-30
6954,cases,3106.0,2020-03-30
6955,cases,3107.0,2020-03-30
6956,cases,3108.0,2020-03-30
6957,cases,3109.0,2020-03-30
6958,cases,3110.0,2020-03-30
6959,cases,3111.0,2020-03-30
6960,cases,3112.0,2020-03-30
6961,cases,3113.0,2020-03-30
6962,cases,3114.0,2020-03-30
6963,cases,3115.0,2020-03-30
6964,cases,3116.0,2020-03-30
6965,cases,3117.0,2020-03-30
6966,cases,3118.0,2020-03-30
6967,cases,3119.0,2020-03-30
6968,cases,3120.0,2020-03-30
6969,cases,3121.0,2020-03-30
6970,cases,3122.0,2020-03-30
6971,cases,3123.0,2020-03-30
6972,cases,3124.0,2020-03-30
6973,cases,3125.0,2020-03-30
6974,cases,3126.0,2020-03-30
6975,cases,3127.0,2020-03-30
6976,cases,3128.0,2020-03-30
6977,cases,3129.0,2020-03-30
6978,cases,3130.0,2020-03-30
6979,cases,3131.0,2020-03-30
6980,cases,3132.0,2020-03-30
6981,cases,3133.0,2020-03-30
6982,cases,3134.0,2020-03-30
6983,cases,3135.0,2020-03-30
6984,cases,3136.0,2020-03-30
6985,cases,3137.0,2020-03-30
6986,cases,3138.0,2020-03-30
6987,cases,3139.0,2020-03-30
6988,cases,3140.0,2020-03-30
6989,cases,3141.0,2020-03-30
6990,cases,3142.0,2020-03-30
6991,cases,3143.0,2020-03-30
6992,cases,3144.0,2020-03-30
6993,cases,3145.0,2020-03-30
6994,cases,3146.0,2020-03-30
6995,cases,3147.0,2020-03-30
6996,cases,3148.0,2020-03-30
6997,cases,3149.0,2020-03-30
6998,cases,3150.0,2020-03-30
6999,cases,3151.0,2020-03-30
7000,cases,3152.0,2020-03-30
7001,cases,3153.0,2020-03-30
7002,cases,3154.0,2020-03-30
7003,cases,3155.0,2020-03-30
7004,cases,3156.0,2020-03-30
7005,cases,3157.0,2020-03-30
7006,cases,3158.0,2020-03-30
7007,cases,3159.0,2020-03-30
7008,cases,3160.0,2020-03-30
7009,cases,3161.0,2020-03-30
7010,cases,3162.0,2020-03-30
7011,cases,3163.0,2020-03-30
7012,cases,3164.0,2020-03-30
7013,cases,3165.0,2020-03-30
7014,cases,3166.0,2020-03-30
7015,cases,3167.0,2020-03-30
7016,cases,3168.0,2020-03-30
7017,cases,3169.0,2020-03-30
7018,cases,3170.0,2020-03-30
